evolution$generation,evolution$evaluated,goodShepherdPercentage,proportionMediumHerders,numberofCamps,objective$MSTCattleNEC,objective$totalTrees,evolution$samples,evolution$generated,proportionBigHerders,totalGPSeeno,sheepsTempCamp,MSTCattleNEC,cattlesTempCamp,minTransCattlesLiveWeight,meanTransSheepsLiveWeight,SatisfactionMeanTreesInBaldiol,numberofCamps,proportionMediumHerders,totalGPBaldiol,MSTCaangol,thresholdTreeSatisfaction,SheepNECSatifactionIndex,meanGrass,maxTransSheepsLiveWeight,meanFruitsConsumedSheep,goodShepherdPercentage,minTimePresence,meanSheepsGrassEaten,totalGPCaangol,sumMediumHerder,meanLeavesConsumedCattle,trajSatisfactionSangre,sumLargeHerder,transCattlesWeightGain,MSTSheepNEC,MSTTempsPasse,sumSmallHerder,MSTBaldiol,SatisfactionMeanTreesInSangre,totalTransCattles,MSTSeeno,totalGPSangre,meanCattlesNEC,transSheepsWeightGain,totalCattles,totalTreesOldes,totalSheeps,totalTransSheeps,meanSheepsLiveWeight,MSTTrees,totalGrass,totalTransFoyers,meanSheepsNEC,maxTransCattlesLiveWeight,meanCattlesLiveWeight,treesKilled,meanTransCattlesNEC,SatisfactionMeanTreesInSeeno,decreasingFactor,CattleNECSatifactionIndex,totalLocalFoyers,sheepsWeightGain,SatisfactionMeanTreesInCaangol,totalTrees,meanTransCattlesLiveWeight,meanTransSheepsNEC,totalTreesYoung,avgUBTpercamp,MSTTransSheepNEC,totalFoyers,MSTTransCattleNEC,minTransSheepsLiveWeight,MSTSangre,cattlesWeightGain,meanCattlesGrassEaten,meanLeavesConsumedSheep,meanFruitsConsumedCattle,trajSatisfactionSeeno,trajSatisfactionCaangol,trajSatisfactionBaldiol
910,2819,45.01516475751573,17.817304298489343,97.90675383235991,-0.9283494821249583,-1.6968206E7,7,0,"[46.0,46.0,46.0,46.0,46.0,46.0,46.0]","[98.0,101.0,99.0,105.0,101.0,100.0,101.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.9273468493150684,0.9234057244682036,0.9391528767123287,0.9241639211606265,0.9283494821249583,0.9414545968083604,0.9378581332150187]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0,40.0,40.0,40.0]","[97.90675383235991,97.90675383235991,97.90675383235991,97.90675383235991,97.90675383235991,97.90675383235991,97.90675383235991]","[17.817304298489343,17.817304298489343,17.817304298489343,17.817304298489343,17.817304298489343,17.817304298489343,17.817304298489343]","[258.0,256.0,259.0,266.0,255.0,257.0,251.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[34381.23704909425,38735.195705038415,32295.084524342525,35085.30432586721,29424.650864732714,29550.22984044339,35329.906854179375]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.057543989257979204,4.333814633122567E-29,0.08482164998255627,0.0,0.06220022496444506,0.17091883504553176,7.623231780455957E-18]","[45.01516475751573,45.01516475751573,45.01516475751573,45.01516475751573,45.01516475751573,45.01516475751573,45.01516475751573]","[30.0,30.0,30.0,30.0,30.0,30.0,30.0]","[0.8903022194972918,0.9091376005039471,0.876859718876324,0.9229294784992478,0.8484588123089322,0.7795576296754553,0.9215191906268199]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[37.0,44.0,46.0,43.0,30.0,57.0,39.0]","[1.3365510196510997,3.9668110340586995E-16,0.9068221450907741,0.09624677004588936,1.496930716360957,0.541869427338708,2.8882747006781316E-16]","[2.0,0.0,0.0,418.0,0.0,0.0,0.0]","[117.0,118.0,116.0,120.0,123.0,113.0,117.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.9817698630136986,0.9676990756208932,0.9736328767123288,0.9865926825039015,0.9631005679919813,0.9946052817398672,0.9914181132494039]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[96.0,84.0,88.0,74.0,93.0,121.0,91.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[41.0,29.0,38.0,53.0,15.0,28.0,25.0]","[4.051670481414204,4.116164995909632,4.041296753395931,4.079334131637471,4.046035309706864,3.942784859132348,4.119765947625226]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4793.0,4762.0,4780.0,4718.0,4749.0,4746.0,4741.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[6758.0,6952.0,6840.0,7227.0,7033.0,7052.0,7083.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[63.48682760272468,66.20994344538425,66.43407246084398,68.17443055589348,64.8247937173654,65.18288872215659,65.81508427052768]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.8187674398970846E7,2.0490918527965337E7,1.708409971337718E7,1.8560125988383725E7,1.5565640307443619E7,1.5632071585594565E7,1.8689520725860912E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4.80272154984419,4.846948520670539,4.902384206337023,4.891262992936896,4.7644148087349505,4.83711592718771,4.892663337258051]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[345.7487851176921,348.91420180597277,345.3575873393684,347.20260860802966,345.41452473609036,341.44466129822945,349.41855521835754]","[251500.0,262763.0,252733.0,310845.0,296482.0,303777.0,245500.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0,3.0,3.0,3.0]","[250.0,246.0,250.0,237.0,246.0,291.0,247.0]","[0.016297850755027626,0.01204970474983143,0.013632984974899296,0.019791776037483725,0.011981461224842466,0.00971594753373684,0.016661534107772307]","[100.0,100.0,100.0,100.0,100.0,100.0,100.0]","[1.5417768E7,1.4231527E7,1.7150763E7,1.6968206E7,1.89035E7,2.0048108E7,1.2870529E7]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[250.0,246.0,250.0,237.0,246.0,291.0,247.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[5.47945205479452E-4,0.0,0.0,0.11452054794520548,0.0,0.0,0.0]","[0.22492301325442998,0.22937119612155313,0.1803821135982697,0.24543429359169242,0.20197708154076124,0.1189594578456731,0.2261087747449784]","[6.201160644789475,6.301539802038308,5.956528237457466,6.2570393325694145,5.959427178246743,5.439538218967803,6.337768761401912]","[0.19391574118170304,3.4299513437046003E-17,0.21727152711698158,2.9980706150215195E-17,0.23850843483380801,0.294731457534184,6.652342248424544E-17]","[0.1831987585319372,4.792953096956367E-18,0.3689003481007351,0.02335365985412577,0.7340938233804223,0.6469364499547098,1.530844113859643E-17]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0]"
910,2819,0.0,9.224356782798669,110.0,-0.7915351240676644,-4.6950263E7,1,475,"[46.0]","[106.0]","[0.0]","[0.7915351240676644]","[0.0]","[0.0]","[0.0]","[40.0]","[110.0]","[9.224356782798669]","[259.0]","[0.0]","[0.5]","[3.0]","[190.69822515062626]","[0.0]","[0.663053711208692]","[0.0]","[30.0]","[0.40886296093383584]","[0.0]","[20.0]","[5.056178184800534]","[367.0]","[135.0]","[0.0]","[0.9274177350948178]","[0.0]","[126.0]","[1.0]","[55.0]","[0.0]","[1.0]","[56.0]","[2.8398872114533646]","[0.0]","[5391.0]","[0.0]","[7556.0]","[0.0]","[52.765545921171636]","[0.0]","[100879.3611046813]","[0.0]","[4.054785461879023]","[0.0]","[283.56110987423546]","[750975.0]","[0.0]","[20.0]","[10.0]","[3.0]","[281.0]","[-0.04483769116413073]","[100.0]","[4.6950263E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[281.0]","[0.0]","[0.0]","[0.10054794520547945]","[-0.28819295735551975]","[2.6466023123407894]","[1.3543889392503423]","[3.6589086483530227]","[3650.0]","[0.0]","[3650.0]"
910,2819,41.592900317639305,20.0,100.61025864086479,-0.9413073972602739,-1.6901729E7,1,502,"[46.0]","[99.0]","[0.0]","[0.9413073972602739]","[0.0]","[0.0]","[0.0]","[40.0]","[100.61025864086479]","[20.0]","[250.0]","[0.0]","[0.5]","[3.0]","[29649.406991938016]","[0.0]","[0.030946953958437814]","[41.592900317639305]","[30.0]","[0.8834836083294938]","[0.0]","[44.0]","[0.47933096637346384]","[2.0]","[127.0]","[0.0]","[0.9346575342465754]","[0.0]","[79.0]","[1.0]","[55.0]","[0.0]","[1.0]","[40.0]","[4.073746899771322]","[0.0]","[4862.0]","[0.0]","[7341.0]","[0.0]","[58.649227211601755]","[0.0]","[1.5684536298735222E7]","[0.0]","[4.4349415472263205]","[0.0]","[346.6521961890377]","[279183.0]","[0.0]","[20.0]","[10.0]","[3.0]","[250.0]","[0.01474925198466462]","[100.0]","[1.6901729E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[250.0]","[0.0]","[0.0]","[5.47945205479452E-4]","[0.1804832127238819]","[6.02759122067014]","[0.3361560719272857]","[0.3324259666548548]","[3650.0]","[0.0]","[3650.0]"
910,2819,55.57496086080565,19.821722830918894,91.53585042552905,-0.943445814075081,-1.4500406E7,4,0,"[46.0,46.0,46.0,46.0]","[99.0,95.0,97.0,96.0]","[0.0,0.0,0.0,0.0]","[0.9422691623967374,0.9304887392616671,0.9462620554088089,0.9446224657534246]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0]","[91.53585042552905,91.53585042552905,91.53585042552905,91.53585042552905]","[19.821722830918894,19.821722830918894,19.821722830918894,19.821722830918894]","[246.0,249.0,244.0,251.0]","[0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0]","[30266.821039593407,31254.364549562622,45039.50555874723,39368.10306680083]","[0.0,0.0,0.0,0.0]","[0.01906616621478294,1.3948252362204027E-17,0.0,7.828489705870992E-19]","[55.57496086080565,55.57496086080565,55.57496086080565,55.57496086080565]","[30.0,30.0,30.0,30.0]","[0.8383271687181233,0.9190091792760069,0.922549776657106,0.9223600314199805]","[0.0,0.0,0.0,0.0]","[56.0,47.0,43.0,51.0]","[2.2521112438537636,0.3915752287675775,4.480824006254362E-16,1.7121133585319247E-16]","[0.0,0.0,0.0,0.0]","[109.0,108.0,112.0,112.0]","[0.0,0.0,0.0,0.0]","[0.9897155704276901,0.969703970280938,0.9954481233491,0.9945709589041096]","[0.0,0.0,0.0,0.0]","[97.0,81.0,68.0,87.0]","[1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0]","[22.0,37.0,15.0,37.0]","[3.950722131534921,4.0924147350031115,4.128432388610581,4.116209262824633]","[0.0,0.0,0.0,0.0]","[4383.0,4433.0,4412.0,4419.0]","[0.0,0.0,0.0,0.0]","[6932.0,6619.0,6750.0,6707.0]","[0.0,0.0,0.0,0.0]","[67.7289911303215,66.82096573045048,68.15220044590819,69.9550760556043]","[0.0,0.0,0.0,0.0]","[1.601114832994491E7,1.6533558846718617E7,2.3825898440577324E7,2.0825726522337668E7]","[0.0,0.0,0.0,0.0]","[4.864876417357881,4.668652325791574,4.939347113005456,4.942911055474067]","[0.0,0.0,0.0,0.0]","[341.67048588285184,347.85343519534854,349.33954401097304,349.0114894400556]","[246138.0,220632.0,144941.0,188151.0]","[0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0]","[262.0,236.0,223.0,250.0]","[0.017107692649675318,0.01708390243334011,0.016866189736768268,0.016650089620139516]","[100.0,100.0,100.0,100.0]","[1.7252883E7,1.6929001E7,9749182.0,1.2071811E7]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0]","[262.0,236.0,223.0,250.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.19178054822379384,0.2161957487261961,0.22921088464540787,0.2345537575174575]","[5.726584227670921,6.268043193628341,6.345267358629986,6.345034765470679]","[0.807781909276909,1.8211602294217137E-18,0.0,1.4461488319286286E-17]","[0.25065577523740934,1.4165646999610206E-6,7.633533447190059E-17,1.3937526299928564E-26]","[3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0]"
910,2819,48.78242610630374,19.11829612841496,89.40012642930114,-0.9569949014067204,-1.3007767E7,3,238,"[46.0,46.0,46.0]","[91.0,91.0,96.0]","[0.0,0.0,0.0]","[0.9569949014067204,0.9580639982876712,0.955869802400291]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[40.0,40.0,40.0]","[89.40012642930114,89.40012642930114,89.40012642930114]","[19.11829612841496,19.11829612841496,19.11829612841496]","[221.0,245.0,222.0]","[0.0,0.0,0.0]","[0.5,0.5,0.5]","[3.0,3.0,3.0]","[31457.472153212006,33044.43219350003,34289.25876070955]","[0.0,0.0,0.0]","[0.17286117542247734,0.17155004249519878,3.423310398523526E-17]","[48.78242610630374,48.78242610630374,48.78242610630374]","[30.0,30.0,30.0]","[0.8727014372586303,0.8747698309614791,0.9221056373924009]","[0.0,0.0,0.0]","[39.0,58.0,38.0]","[1.623706514978496,1.5410343356448177,5.92365027466759E-17]","[0.0,0.0,0.0]","[108.0,110.0,107.0]","[0.0,0.0,0.0]","[0.9635198722280239,0.999330051369863,0.9696011637774276]","[0.0,0.0,0.0]","[76.0,88.0,81.0]","[1.0,1.0,1.0]","[55.0,55.0,55.0]","[0.0,0.0,0.0]","[1.0,1.0,1.0]","[1.0,9.0,4.0]","[4.014013951491036,4.049972978455503,4.057060816728681]","[0.0,0.0,0.0]","[4348.0,4258.0,4357.0]","[0.0,0.0,0.0]","[6350.0,6912.0,6293.0]","[0.0,0.0,0.0]","[64.42070480562339,71.0769887407985,64.85429245370635]","[0.0,0.0,0.0]","[1.6641002769049153E7,1.748050463036151E7,1.8139017884415347E7]","[0.0,0.0,0.0]","[4.6964363656209045,4.930178108968772,4.81576598410277]","[0.0,0.0,0.0]","[345.8514350020508,344.61167329219455,345.76146591134506]","[128923.0,130813.0,110807.0]","[0.0,0.0,0.0]","[20.0,20.0,20.0]","[10.0,10.0,10.0]","[3.0,3.0,3.0]","[223.0,256.0,226.0]","[0.015540679172728817,0.0113821843974697,0.015193747370287643]","[100.0,100.0,100.0]","[1.3007767E7,1.6360648E7,1.0825535E7]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[60.0,60.0,60.0]","[0.0,0.0,0.0]","[223.0,256.0,226.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.2347210155157599,0.17058105914647134,0.22445063152578557]","[6.023102674046847,5.7777117403447305,6.344830090982688]","[0.27628740781603006,0.20287737172132386,2.01947284502003E-17]","[0.545026291362068,0.6938379266811376,3.594264266612467E-17]","[3650.0,3650.0,3650.0]","[0.0,0.0,0.0]","[3650.0,3650.0,3650.0]"
910,2819,50.434323138718916,9.102471675443283,96.72595857086742,-0.9391491565440153,-1.7523527E7,4,145,"[46.0,46.0,46.0,46.0]","[99.0,95.0,105.0,99.0]","[0.0,0.0,0.0,0.0]","[0.9443988429842275,0.9384837394123183,0.9301718741983479,0.9398145736757123]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[40.0,40.0,40.0,40.0]","[96.72595857086742,96.72595857086742,96.72595857086742,96.72595857086742]","[9.102471675443283,9.102471675443283,9.102471675443283,9.102471675443283]","[251.0,263.0,250.0,257.0]","[0.0,0.0,0.0,0.0]","[0.5,0.5,0.5,0.5]","[3.0,3.0,3.0,3.0]","[36288.58940372021,38678.37487487642,28633.90433602677,29048.145467143404]","[0.0,0.0,0.0,0.0]","[0.07580930553602223,2.54369009556679E-18,0.12480352228849956,0.02034276986021408]","[50.434323138718916,50.434323138718916,50.434323138718916,50.434323138718916]","[30.0,30.0,30.0,30.0]","[0.8560138429428609,0.9215478710263962,0.8283777623750228,0.7635023712544486]","[0.0,0.0,0.0,0.0]","[17.0,19.0,27.0,20.0]","[1.9638996504137713,6.805867918721639E-17,2.0213256421818677,2.6923842038066215]","[2.0,0.0,0.0,0.0]","[123.0,122.0,126.0,124.0]","[0.0,0.0,0.0,0.0]","[0.9973890738416198,0.9813102582871484,0.9708593709917397,0.9627001406323247]","[0.0,0.0,0.0,0.0]","[111.0,121.0,114.0,119.0]","[1.0,1.0,1.0,1.0]","[55.0,55.0,55.0,55.0]","[0.0,0.0,0.0,0.0]","[1.0,1.0,1.0,1.0]","[41.0,35.0,30.0,25.0]","[4.015011946779068,4.116863228097442,4.044051156674424,4.045785588492768]","[0.0,0.0,0.0,0.0]","[4703.0,4724.0,4647.0,4638.0]","[0.0,0.0,0.0,0.0]","[6878.0,6747.0,7228.0,7284.0]","[0.0,0.0,0.0,0.0]","[67.255737105436,67.9364828285303,67.54180643619091,64.84456425405105]","[0.0,0.0,0.0,0.0]","[1.9196663794567972E7,2.0460860308809586E7,1.5147335393758172E7,1.5366468952118872E7]","[0.0,0.0,0.0,0.0]","[4.852632276376087,4.855473228191866,4.72870104284818,4.666846143115012]","[0.0,0.0,0.0,0.0]","[343.86609490381244,348.75688324552186,344.7793791644234,344.71990982421545]","[229956.0,214428.0,241175.0,245647.0]","[0.0,0.0,0.0,0.0]","[20.0,20.0,20.0,20.0]","[10.0,10.0,10.0,10.0]","[3.0,3.0,3.0,3.0]","[251.0,262.0,267.0,263.0]","[0.016595569684079485,0.014567730018235112,0.012052245316485728,0.008291626855487389]","[100.0,100.0,100.0,100.0]","[1.9786337E7,1.2331552E7,1.862997E7,1.6417084E7]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[60.0,60.0,60.0,60.0]","[0.0,0.0,0.0,0.0]","[251.0,262.0,267.0,263.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[5.47945205479452E-4,0.0,0.0,0.0]","[0.2200779054129102,0.22120544948578083,0.16871178864654698,0.12643265615103452]","[5.8417822048545,6.340045533769192,5.6067819984406135,5.323922256603479]","[0.43230753958280665,5.2784109794419444E-17,0.7433164678230374,0.7968674397551521]","[0.4084956315384828,2.533788490785213E-27,0.3901612322325681,0.23249286570819488]","[3650.0,3650.0,3650.0,3650.0]","[0.0,0.0,0.0,0.0]","[3650.0,3650.0,3650.0,3650.0]"
910,2819,56.10504470088941,3.7402674004603242,110.0,-0.7233762280337623,-4.7654136E7,1,572,"[46.0]","[106.0]","[0.0]","[0.7233762280337623]","[0.0]","[0.0]","[0.0]","[40.0]","[110.0]","[3.7402674004603242]","[262.0]","[0.0]","[0.5]","[3.0]","[186.91431070212224]","[0.0]","[1.4977577160572937]","[56.10504470088941]","[30.0]","[0.35863009419334174]","[0.0]","[17.0]","[7.309858112656308]","[367.0]","[135.0]","[0.0]","[0.9294054702273881]","[0.0]","[145.0]","[1.0]","[55.0]","[0.0]","[1.0]","[56.0]","[2.5876636150552166]","[0.0]","[5370.0]","[0.0]","[7687.0]","[0.0]","[53.0185008801344]","[0.0]","[98877.67036142274]","[0.0]","[3.980841623970819]","[0.0]","[274.1757006108201]","[488347.0]","[0.0]","[20.0]","[10.0]","[3.0]","[297.0]","[-0.04081796439050661]","[100.0]","[4.7654136E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[297.0]","[0.0]","[0.0]","[0.10054794520547945]","[-0.23758123675729115]","[2.6375969577697935]","[1.881511333429665]","[5.248635292253266]","[3650.0]","[0.0]","[3650.0]"
910,2819,74.22432023013518,4.197214270002592,79.57345561552677,-0.9603995990644838,-1.3601375E7,1,631,"[46.0]","[89.0]","[0.0]","[0.9603995990644838]","[0.0]","[0.0]","[0.0]","[40.0]","[79.57345561552677]","[4.197214270002592]","[229.0]","[0.0]","[0.5]","[3.0]","[36585.13985272747]","[0.0]","[0.10234659416283777]","[74.22432023013518]","[30.0]","[0.8694389765704612]","[0.0]","[14.0]","[1.8736244747242634]","[0.0]","[99.0]","[0.0]","[0.9901570330771801]","[0.0]","[92.0]","[1.0]","[55.0]","[0.0]","[1.0]","[8.0]","[4.01864331499002]","[0.0]","[3876.0]","[0.0]","[5615.0]","[0.0]","[65.10285226416624]","[0.0]","[1.9353538982092824E7]","[0.0]","[4.74620359006478]","[0.0]","[344.7832550529163]","[82864.0]","[0.0]","[20.0]","[10.0]","[3.0]","[205.0]","[0.014468585265948162]","[100.0]","[1.3601375E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[205.0]","[0.0]","[0.0]","[0.0]","[0.2035516040315177]","[5.918287484544083]","[0.40980589969414477]","[0.08607554475557427]","[3650.0]","[0.0]","[3650.0]"
910,2819,23.35031882670146,11.037847328306412,108.39734534921799,-0.6492039467381933,-5.073721E7,1,682,"[46.0]","[107.0]","[0.0]","[0.6492039467381933]","[0.0]","[0.0]","[0.0]","[40.0]","[108.39734534921799]","[11.037847328306412]","[259.0]","[0.0]","[0.5]","[3.0]","[186.11427679951296]","[0.0]","[1.5532903920263013]","[23.35031882670146]","[30.0]","[0.3740735224944299]","[0.0]","[38.0]","[5.005183593692758]","[367.0]","[131.0]","[0.0]","[0.9224647954784941]","[0.0]","[117.0]","[1.0]","[55.0]","[0.0]","[1.0]","[61.0]","[2.5656445114997033]","[0.0]","[5294.0]","[0.0]","[7561.0]","[0.0]","[51.67199975525129]","[0.0]","[98454.45242694234]","[0.0]","[3.97140125354421]","[0.0]","[271.5537915653509]","[638606.0]","[0.0]","[20.0]","[10.0]","[3.0]","[286.0]","[-0.04869924973491913]","[100.0]","[5.073721E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[286.0]","[0.0]","[0.0]","[0.10054794520547945]","[-0.19572766895669805]","[2.840673510781071]","[0.6534561379581755]","[6.034312264863503]","[3650.0]","[0.0]","[3650.0]"
910,2819,11.614782950163255,15.005029533941032,95.31496983689078,-0.937221860051972,-1.7807388E7,2,583,"[46.0,46.0]","[99.0,97.0]","[0.0,0.0]","[0.9394313158325602,0.9350124042713839]","[0.0,0.0]","[0.0,0.0]","[0.0,0.0]","[40.0,40.0]","[95.31496983689078,95.31496983689078]","[15.005029533941032,15.005029533941032]","[257.0,251.0]","[0.0,0.0]","[0.5,0.5]","[3.0,3.0]","[33352.57039309122,27786.041075570007]","[0.0,0.0]","[0.039876301179858284,0.09003405502645316]","[11.614782950163255,11.614782950163255]","[30.0,30.0]","[0.8445621828726725,0.9184916916308882]","[0.0,0.0]","[34.0,33.0]","[1.0277399076257854,0.5660789256780792]","[0.0,2.0]","[122.0,123.0]","[0.0,0.0]","[0.9922119740217213,0.9899428324884048]","[0.0,0.0]","[95.0,98.0]","[1.0,1.0]","[55.0,55.0]","[0.0,0.0]","[1.0,1.0]","[30.0,46.0]","[4.004427100209376,4.05713233891513]","[0.0,0.0]","[4599.0,4623.0]","[0.0,0.0]","[6999.0,6849.0]","[0.0,0.0]","[69.43205996942034,66.01000982421829]","[0.0,0.0]","[1.764350973794526E7,1.4698815728976538E7]","[0.0,0.0]","[4.922844020202718,4.829991583636244]","[0.0,0.0]","[343.77237609145317,346.1504708511427]","[403406.0,406360.0]","[0.0,0.0]","[20.0,20.0]","[10.0,10.0]","[3.0,3.0]","[251.0,254.0]","[0.009212463860141046,0.018512047048400114]","[100.0,100.0]","[1.8103725E7,1.7511051E7]","[0.0,0.0]","[0.0,0.0]","[0.0,0.0]","[60.0,60.0]","[0.0,0.0]","[251.0,254.0]","[0.0,0.0]","[0.0,0.0]","[0.0,5.47945205479452E-4]","[0.16093745652714006,0.23727840358449898]","[5.73787980387055,6.2856116283593195]","[0.39240609022726963,8.919277505734586E-17]","[0.14215491910293146,3.867988947308365E-19]","[3650.0,3650.0]","[0.0,0.0]","[3650.0,3650.0]"
910,2819,20.301085876267592,7.829325314439014,105.43138115566637,-0.6867198866320264,-4.9169613E7,1,600,"[46.0]","[101.0]","[0.0]","[0.6867198866320264]","[0.0]","[0.0]","[0.0]","[40.0]","[105.43138115566637]","[7.829325314439014]","[260.0]","[0.0]","[0.5]","[3.0]","[191.45404026276438]","[0.0]","[1.250171018073361]","[20.301085876267592]","[30.0]","[0.3924516578291948]","[0.0]","[28.0]","[6.925309908280986]","[367.0]","[129.0]","[0.0]","[0.8786225791213982]","[0.0]","[133.0]","[1.0]","[55.0]","[0.0]","[1.0]","[56.0]","[2.6492824214158546]","[0.0]","[5136.0]","[0.0]","[7436.0]","[0.0]","[46.833621223993894]","[0.0]","[101279.18729900284]","[0.0]","[3.6298305544687146]","[0.0]","[278.8283833497793]","[671746.0]","[0.0]","[20.0]","[10.0]","[3.0]","[290.0]","[-0.04092123837342707]","[100.0]","[4.9169613E7]","[0.0]","[0.0]","[0.0]","[60.0]","[0.0]","[290.0]","[0.0]","[0.0]","[0.10054794520547945]","[-0.20368650241847908]","[2.621672436436379]","[1.5526871821752255]","[4.691958830212736]","[3650.0]","[0.0]","[3650.0]"
